,image_name,caption
80,QmQ7zEeMfTkZobvMp58Fudi5Bpxh9r8gVD9Ww9EW396mwH.png,<start> a person holding a pair of scissors in front of a wall . <end>
81,Qmf9NQcQvFQZuBMZh6GXERGEMqmKDvzifhXueaUJZLA7Ff.png,<start> a group of people standing on a beach next to a tree . <end>
82,QmeQqQBbZrDSxm131XqGWzZsSqUceFTXNNeoXy7kJKGQMe.png,<start> a stop sign with a red and white sign . <end>
83,QmWfQDFovmg7rLEGS1kdTd16AX5RZnUiNfGb9uKMxQqNgt.png,<start> a vase of flowers sitting on a table . <end>
84,Qmd1zvL1XL7TSEXFx3zy8E3wcK35CE8GXZBDetY1pCZduq.png,<start> a green and white photo of a green toilet . <end>
85,QmTTyNyUbzvkejPZiuigCWzmw9Gb7vzNgacGJxrUZ37nPX.jpg,<start> a man with a red shirt and a red tie . <end>
86,QmZgkQ9KQ9y5z6XXGcEhgyCaMbB45b9ikeXsxhYLffTyrf.jpeg,<start> a woman wearing a tie and a tie . <end>
87,QmX5uQxQfVYg4y4K5VcGLw5zEEDoAV7SKpG9eYz6QnDR5v.jpeg,<start> a close up of a cake with a candle on it <end>
88,QmULEYsSWzuZ9GUAZBcNH3gffmY5GTFiLVNG2iw9xHnAS6.jpeg,<start> a large white vase with a bunch of different types of scissors . <end>
89,QmRxfr1tCdrNfsbHkKdAE8zZo8S5BsmkeXKzbbupU5Mcd9.png,<start> a bunch of different types of different types of flowers . <end>
90,QmcWqWtSPfucpGB6XZ7SQwdXS9X4ap4Gu7TCdBwotBWTPM.jpeg,<start> a close up of a toilet with a mirror <end>
91,QmYE2JsNxWbfqg3sYAfsxo84UkqBRixxTFmgBHLGSdbbhy.png,<start> a woman wearing a red shirt and a red tie . <end>
92,QmR8494cBHLagJihbWBgT2VkJrtNcLdqTrREsiEpHiVNSY.png,<start> a bunch of different types of different types of scissors . <end>
93,QmUkyPRwpe1pTi75KF8dwqcVtyHJM3nD4gpbDpJenVaMr5.png,<start> a cake with a candle on it and a white plate <end>
94,QmQ1VkWJMEJ23nomnWtTD4KGMZ157Yqg1395Di4zhghXyD.jpeg,<start> a small child is holding a stuffed animal . <end>
95,QmR7hUyo61rAGczBFihTaznBQpezniH6TmHHpv9oMAfGjK.png,<start> a black bear is sitting on a blue chair . <end>
96,QmRJxmMJyDNYT1ZwMYYvC9TwL7NrMPeDuGXnCGSnwvbmWB.jpeg,<start> a stop sign with a red and white sign . <end>
97,QmYeNdjZpCc8LTzHAv9GMmiZRbKJD2NYPTzGxjGeTrCVVM.png,<start> a close up of a pair of scissors on a table <end>
98,Qma2mVrbamxAxzP2WxSGNfjrZU25LS1yjmnpxNk7D1JzKL.jpg,<start> a person is cutting a cake with a knife . <end>
99,QmTTye1DMZ8TsH1u9dEvZj8LTSv6QyyK5sk25DQwSqZ36m.jpeg,<start> a black and white photo of a black and white photo <end>
100,QmZhJ9JivUEo5CLNyUJHbUifmDDdu6WwQnXL8e1CyP5xPE.png,<start> a black and white photo of a black and white photo <end>
101,QmUSJ8YkwwbM31a7EgH5VMQMeGkD7ZUUC811uehWWXL9oo.jpg,<start> a person wearing a red shirt and a tie <end>
102,QmNpUMFwzMJod2Nnsg6skGcm7e8LBU2Sh3FgidPBGNGtCG.png,<start> a white teddy bear with a blue bow on a table . <end>
103,QmSxppV4kBeJBjrCxg9wPUFvShaLidQsr4FuDtXDeZKVtQ.png,<start> a man wearing a black shirt and a black tie . <end>
104,Qme1NeDd3zmzTbPAf2ozMwMb1WUMMRHX6si5xdyPT66crH.png,<start> a large vase with flowers in it 's side . <end>
105,QmUxaiHivjv7wVeDJQCEYRT3FimK6LhR6N9EQ7Y2ookWi9.jpeg,<start> a person holding a banana in a bowl of a bowl . <end>
106,QmXJVERpCWF8yK3ugngBAsYuHLjKWTwu1h2SKp74VH9j5o.jpg,<start> a bunch of colorful umbrellas in a blue sky . <end>
107,QmYxvMub7EuFckfXD7eE8NSUS4gYgDsnPA1ZWT4CRuAHa6.png,<start> a woman wearing a red shirt and a red tie <end>
108,QmZFZ4inn1K4ZafBxck8PRURb1HM1Lssr6pcfgzbXaXoLZ.jpg,<start> a close up of a cake on a table <end>
109,QmQzT3VvgeePqMYEKZDnPVhRB17RAZZu8zAK45x6uFFgsw.jpg,<start> a colorful kite is in the sky with a blue sky . <end>
110,QmRzUnKr41tHGaBsx4TBcoRs8PtND9WmAx4Bcugq1egp1M.png,<start> a piece of cake with a red and white plate . <end>
111,QmdorByB5B1MqCperQscuyCQdDDvhW7JmY6YvQZVz4vADj.jpeg,<start> a group of people standing around a table with a clock . <end>
112,QmbiffFKhqJxVcLu3bk4dsyr4voUsWCoxDfLSskEmfdAKj.jpg,<start> a close up of a pair of scissors on a table . <end>
113,QmZ5P9rnr9zRtHQFKkT7csecA4yriuURCfZeGgTtyqv2FZ.jpeg,<start> a small cake with a candle on top of it . <end>
114,QmVEJq8grtPsgMtCMRVhreXjVFg4bRao8saWWYWQeT3Sb9.png,<start> a colorful umbrella is sitting in a tree . <end>
115,QmeaRZbmavjouVxEKBXgiK2fUnstNMbfA3Gdiw8hYYsNQi.png,<start> a black and white photo of a man in a red shirt . <end>
116,QmTYJYCYQ1d6fB11wp48KMXt79LtstDLLbthrM2DcoQUFb.jpeg,<start> a man flying a kite in the air . <end>
117,QmbEpqtrMZ1GP71X2LBRPxXtLzjGGdJhDFEs4pVK1gzm6d.png,<start> a close up of a black and white photo of a clock . <end>
118,QmUtNHnCdan1Zwk5K5TZS12uifDHDh3nh34QCSCHY16U5d.PNG,<start> a black and white photo of a man wearing a suit . <end>
119,QmNiihDBMMFPtaXtXWoUr5ZoumaabYM9RgdrzZ5tV4Focy.jpeg,<start> a close up of a red and white striped striped striped striped striped striped striped striped striped striped striped
120,QmUSUoLdeRMAmd94JVfeDzg7vx2kBG2nkSJVj8UBLUgm5o.jpg,<start> a close up of a person wearing a suit and tie <end>
121,QmQbRJ1xqWcyRjLdd2CvnsefFgE8brUYsfYyZdedzpTmTR.jpeg,<start> a woman is sitting in front of a laptop . <end>
122,QmapGuSVxJaMJn56CHMJmqzXmCLTr7vJBkKU7D2kEeLAX5.jpeg,<start> a close up of a person wearing a red tie <end>
123,QmbdZ72p7VtABWNAvE2WSAKMJCfetyJDUHg9g8fb4HoTQd.jpg,<start> a small child is holding a piece of cake . <end>
124,QmdxW7WWbBRtdPfpyKUyecMW5SaJzWKGR5ebCFB4WkfqRw.jpg,<start> a small brown dog wearing a red bow tie . <end>
125,QmYH17bPw5wKBLamLWFU8tBH5oPCELoTuwdmLtrWuGjPcD.png,<start> a man wearing a hat and a tie . <end>
126,QmY8ZyAearEGhPYTy42AHXTM9nWQY9DBP6v7G3LYY33acN.png,<start> a close up of a person wearing a red tie <end>
127,QmbXPBfL9BtcUNKoEmZeTwaZiZYhL6nSzRnSNoh4JZRLrr.jpg,<start> a person holding a banana in a blue vase . <end>
128,Qmb5utbnweqQdiUBYWKZ1jrpg2chKTJkjYFDp88XiHt4Yw.jpeg,<start> a bunch of stuffed animals in a blue vase . <end>
129,QmZkpCfnyQh3xeDqS3gsqX7qvCY4BVYHjzWWoHV765bYJG.jpeg,<start> a man in a red shirt and a red tie <end>
130,Qmc8hT4Q9MsytWkjeQTnQE4x4nnFh8ucyeRgtrkeiqxuo9.jpeg,<start> a person is sitting in a black and white photo . <end>
131,QmNj9Az71n3vNgNr3V3By4KroA779APt8WTqkQEBuW9NBj.jpg,<start> a bunch of different types of different types of bananas . <end>
132,QmbTadqUAqYaUKCDEiXkRxAExZ4u4wF61BKzqDbKyeo79B.png,<start> a large clock is sitting on a table . <end>
133,QmRTqFJHDJx3GXHhCsDD3vXpHJpz6wttZjbLSQVsurPpeG.jpeg,<start> a man is holding a kite in the air . <end>
134,QmZZP4StAXEWVH4j936bNNUPKa9xfa8CJuo1ewgJNV9RVo.jpeg,<start> a close up of a remote control on a table . <end>
135,QmPo8rsVD4wvy7V8XueCf95j7YdRxZtvDdGoaxSFYvTEjL.jpg,<start> a bunch of different types of green flowers . <end>
136,QmSLSSt7wEwTf5nT8mJBzopQjeLXRpVTBy8QabCxyppaVe.png,<start> a cat is sitting in a window sill . <end>
137,QmQDieYVEa1gLJ3e5XP4abvMKPfmvy7foUEfc2dyxvvksc.jpg,<start> a close up of a banana with a banana <end>
138,QmQaPfvgwFNg1ryCci7CBYa1oFLc3DZyYRP6fMMwNCENP3.jpeg,<start> a birthday cake with a candle on it . <end>
139,QmNspgzZ86Lyw8WZts7xZTdfqxH9CuddgWktBGh7GS4s9c.jpg,<start> a man wearing a suit and tie with a tie . <end>
140,QmQR8adE5z6e7xpRXH9StyTzgyoy1LJt2WiNCsLYXJ3WGD.jpeg,<start> a boat is docked in the water near a lake . <end>
141,QmaCejqNXLJmMyaPTgW2ZzVLKYKpwBFtr6ionHQWiQtBNn.png,<start> a person with a hat and a hat on a red umbrella . <end>
142,QmWjJf1UTNQsrN1ZZMzgt8GbnRFU6iVvDqNoAymkTqkMhi.jpeg,<start> a man wearing a hat and tie with a tie . <end>
143,QmdNXUgax4JBTgPjzqAJdJkXR9iM3JWHTKijGGyMHw3joX.jpeg,<start> a bunch of different types of different types of flowers . <end>
144,QmXzrytZe2WWEmZufCYu5o19UT3DTTpxvaGGDjbp9WRyVR.jpg,<start> a bunch of different vases with a clock on it . <end>
145,QmZmV6Ap4jEj8Cd5PiDUxme6kMvhqozBYAMMpT73D71SD6.png,<start> a bird is sitting on a table with a bird . <end>
146,QmNqpycptT8kYwBmS2evsKjyxQvrmLimEy2cW7JnHejHiG.jpeg,<start> a black and white dog wearing a red hat . <end>
147,QmQKgTExjVAv71Q2TaeVXwWUUyjNLVizK5uwSyq8WUcK8i.png,<start> a group of people that are sitting on a beach . <end>
148,QmV4eETPwDuXk2ByzJ6sD1r5HmhFDP7hUfi9ZBoAw5nP6z.jpg,<start> a plate of food with a fork and a fork . <end>
149,QmUDZCrCA2jHCAFv6bRexDSV4yThvLWKBd1uhgd7RZ3aG2.jpg,<start> a bunch of colorful umbrellas sitting on a table . <end>
150,QmZftn5k5PWS7vVY7QHsSqNmHZVDCXU3vn9oygWnTbw5hm.jpeg,<start> a bird is sitting on a branch in the sky . <end>
151,QmRTr78BQPwYN1yDkxAgNLiyp1zDDcADgabiTyS78dbcV9.png,<start> a black and white photo of a black umbrella <end>
152,QmQKPiWegUUrPK7U2LVY6xiq6PY62hfZD9X2w1mesBreMe.jpeg,<start> a cat is sitting on a couch next to a remote . <end>
153,QmP8yUsQjc8x9yMtmPnpZ9HQ7Sjm8tm9crLJzeWvwMJZLQ.jpg,<start> a small brown bear laying on a bed . <end>
154,QmNZCRPTySAkpw8zAm4GjtA28GdvjdrJxLMVQxuUzW5Q1u.png,<start> a close up of a plate of food with a fork . <end>
155,QmWp32Mw9JEhjdDChvsveiQ9ZGkKqTL4YMxkPzD4RyruVg.jpg,<start> a black and white cat laying on a bed . <end>
156,QmcdNjBtimuMuWLfnuX46zMpS8tJ8qD23WwwbSE5DpdiQX.png,<start> a person holding a piece of cake with a fork . <end>
157,QmUBMy8uXxaLiFqdq8P8FKfu3DYjEESLEneY5BenBS1Ny6.jpeg,<start> a woman with a pink shirt and a tie . <end>
158,QmbT3GLeJrdyqfHYjsPpRfBTgNdqyEi3JnnCMkHktD3ush.png,<start> a close up of a pair of scissors on a table <end>
159,QmX3gyS1YLQedLZmgY7c76sD2CMmb67HvD93uxxfAVdNYm.png,<start> a close up of a clock on a table . <end>
160,QmcALPkMEZPunyk57CSBQWKArvx1K5SECNAGrPhnELo4xh.png,<start> a close up of a black and white photo <end>
161,QmdD99rS9wPNdgAvkQcGH4HYi3ytf9vcDmGq7DbSsT1VDb.png,<start> a bunch of colorful flowers in a blue vase . <end>
162,QmTjaPpRDg97qhFLWVMfeRwMr4JdQfn28dGVZJcF2JqVJR.jpeg,<start> a teddy bear wearing a red bow tie . <end>
163,QmV1njLZtkw4Kw1UDLew5c8oeYD234TD8ALiBxHj8WVg6d.jpeg,<start> a pink rose in a blue vase with a red rose . <end>
164,QmX629FArft3foxKM1pFzuFXXqZvtVzFXu5xSD1WHZksgk.jpg,<start> a cat is sitting on a couch with a cat . <end>
165,QmU8JkXVPBkxzZQL6QRzc7UEuqtFvwXVh3vcKnyD9Twuoi.png,<start> a bunch of different types of different types of books . <end>
166,QmR3tihqJLAyAae34tTNZVoUygeynsgGWG5ZS6zrZvXQEB.jpg,<start> a man wearing a hat and a tie . <end>
167,QmSPkqLqVjj5eqREKahHZsAqN14BKYkRyeumabWc386gDY.jpg,<start> a large white vase with a black bear . <end>
168,QmUzFYz486knd7A8PPDmD6azsN2TQbqnpHsyY8BYjjCxrc.jpg,<start> a close up of a person holding a cell phone <end>
169,QmY5MMEo9AoMXq1ZBAo5RjvRWYcSsi4JgXUuGwz5RWJTcG.png,<start> a close up of a white and white vase with a clock . <end>
170,QmcJ4dQWf74uAU5mchvSgdNjohASdSEt8FnLzs7erVwEr9.jpeg,<start> a man wearing a red shirt and a tie . <end>
171,Qmd2tMKKvR9xiH6orE43r2coP1eLn2cd3u3tVE5HaiLobr.jpg,<start> a cake with a candle on top of it . <end>
172,QmVMvujD62NWzWACPayr3q53xyYTCFx577bFTfyw4mji4G.jpg,<start> a close up of a banana on a table <end>
173,QmYvUGYKjDUtS3CKP6D2tb2bHbjiKuShgD8r37WCY7FHFv.png,<start> a bunch of different types of different types of bananas . <end>
174,QmR7x2vpu7ftMjxNdMhvRtMVQVWfAV8F6ixQ8o4rCMChuP.jpg,<start> a person holding a piece of cake on a table . <end>
175,Qmcd74B3HQkZxjjaS4zEdgu1qQLATN5oTC7NeG6VkdzpdC.jpeg,<start> a woman in a red dress holding a pink umbrella . <end>
176,QmbRQEMTUT1sB2L4DK66UkM7wRDoLLv9n1LpPWvdvpaSMw.jpeg,<start> a bird is sitting on a branch in the sun . <end>
177,QmSDEGadthHVyjx86KiPqSgoXUby1PCu8Eh3tQP1NqaWiD.jpg,<start> a group of birds sitting on a rock in front of a tree . <end>
178,QmeQgFmnvT4dZn5GFvGmw83XwArD6hF7boL6tGqztVJAKm.jpeg,<start> a picture of a man holding a teddy bear . <end>
179,QmbqY1Ph7PEYKwJegXgwase2q2xWpbtx9nnPeRpn5GGwfe.jpg,<start> a man wearing a suit and tie with a hat . <end>
180,QmWJkRPokf8kNNWRSM8asPY3VNy1LGxqH1Js1Q4FVG6icR.png,<start> a close up of a pair of scissors on a pole <end>
181,QmRkjY61y2u8unxsxrWcHvs1J4B3HiFJ75jGKUZCDVTPu1.jpg,<start> a close up of a pair of scissors <end>
182,QmTiB9wYU5zYiGRmy9Zo9TbV1bzRgcmzgfQJx5pd3GtgcG.jpeg,<start> a bunch of stuffed animals sitting on a table . <end>
183,QmQP2rvUXBCVQCna4cmisLV5H9D7RamTTftA8bDS9vkWta.jpeg,<start> a close up of a plate of food with a banana . <end>
184,Qmcj4jc7wJDPn3TgAK8RJPxbYiHnvds8NnFmg3pzrHMtKs.jpeg,<start> a person holding a piece of cake on a table . <end>
185,QmXwXdesast4NLBYjHWaWseLJ2rXPUJeQ1sA2zWn4kW4aS.png,<start> a woman wearing a red shirt and a tie . <end>
186,QmW9sF53uVF9AiQgZynPu314eH7W8f42SwbgdS6tJRS1Nw.jpg,<start> a close up of a pair of scissors on a table <end>
187,QmRBKN2FbVoHLp3UyLpcpnudU54hChfZsaDRYRNvK5qV6q.png,<start> a close up of a person 's face with a flower in the background . <end>
188,QmTsfiwPS2MKXPHqAvAg2Wwm8KvFPSLjeBturGKvtVVrFt.png,<start> a small white vase with a bunch of scissors on it <end>
189,QmSuEU8utpRb6EgTaZxLVtPDQDT6fh51Cwirny3arJGGjv.jpg,<start> a woman in a dress and a tie with a pink shirt . <end>
190,QmNZUW35BoN6Vxe4a4BWPf7LqS14yEhouKdy2eUt52Md71.jpg,<start> a black and white photo of a black and white photo . <end>
191,QmWyaYPzJ3w5MYwtQF3izdRyQgUTKWY97tztxVbhUGA8Ps.jpeg,<start> a person holding a pink umbrella in front of a window . <end>
192,QmXbsfjSF3XeGYuKEn3aaWRryK9mJ4cUARYzhb1t6wfDgt.png,<start> a close up of a pair of scissors on a shelf . <end>
